通番,情報種別,市外局番,電話番号,電番略符号,カナ名称,漢字名称,法人種類コード,住所コード,都道府県名,市区郡町村名,大字通称名,字丁目名,街区番号,郵便番号,基本分類コード,基本分類名,TP分類コード,TP分類名
00001810,0,011,610-1836,,日本料理店 本店,日本料理店 本店,0,01104279907,北海道,札幌市白石区,南郷通,1丁目,20-3,0810379,52,そば・うどん店,5203,日本料理店
00001811,0,011,787-4715,,日本料理店 支店,日本料理店 支店,0,01104113790,北海道,札幌市白石区,菊水,3丁目,14-2,0250429,52,そば・うどん店,5203,日本料理店
00001812,0,011,393-8858,,日本料理店 支店,日本料理店 支店,0,01104199886,北海道,札幌市白石区,東札幌,10丁目,18-24,0380645,52,そば・うどん店,5203,日本料理店
00001813,0,011,978-6258,,日本料理店 本店,日本料理店 本店,0,01104322236,北海道,札幌市白石区,菊水,2丁目,4-10,0920526,52,そば・うどん店,5203,日本料理店
00001814,0,011,837-3455,,日本料理店,日本料理店,0,01104386489,北海道,札幌市白石区,東札幌,5丁目,13-15,0310435,52,そば・うどん店,5203,日本料理店
00001815,0,011,186-2758,,日本料理店 菊水,日本料理店 菊水,0,01104746640,北海道,札幌市白石区,菊水,4丁目,2-22,0190348,52,そば・うどん店,5203,日本料理店
00001816,0,011,546-3502,,日本料理店 本店,日本料理店 本店,0,01104554209,北海道,札幌市白石区,南郷通,4丁目,7-27,0490598,52,そば・うどん店,5203,日本料理店
00001817,0,011,155-5418,,日本料理店,日本料理店,0,01104584532,北海道,札幌市白石区,菊水,10丁目,4-11,0690267,52,そば・うどん店,5203,日本料理店
00001818,0,011,944-2400,,日本料理店 本店,日本料理店 本店,0,01104869844,北海道,札幌市白石区,東札幌,9丁目,7-17,0380544,52,そば・うどん店,5203,日本料理店
00001819,0,011,922-7355,,日本料理店 南郷通,日本料理店 南郷通,0,01104898520,北海道,札幌市白石区,南郷通,8丁目,10-2,0520962,52,そば・うどん店,5203,日本料理店
00001820,0,011,575-8483,,日本料理店 支店,日本料理店 支店,0,01104346385,北海道,札幌市白石区,東札幌,8丁目,6-30,0950237,52,そば・うどん店,5203,日本料理店
00001821,0,011,264-8448,,中華料理店 東札幌,中華料理店 東札幌,0,01104770582,北海道,札幌市白石区,東札幌,9丁目,5-27,0750938,52,そば・うどん店,5201,中華料理店
00001822,0,011,455-6294,,中華料理店 菊水,中華料理店 菊水,0,01104226144,北海道,札幌市白石区,菊水,3丁目,8-12,0570571,52,そば・うどん店,5201,中華料理店
00001823,0,011,683-6688,,中華料理店 本店,中華料理店 本店,0,01104487847,北海道,札幌市白石区,菊水,5丁目,3-17,0310145,52,そば・うどん店,5201,中華料理店
00001824,0,011,385-4586,,中華料理店 本店,中華料理店 本店,0,01104489923,北海道,札幌市白石区,東札幌,4丁目,1-26,0600332,52,そば・うどん店,5201,中華料理店
00001825,0,011,299-4645,,中華料理店 東札幌,中華料理店 東札幌,0,01104464841,北海道,札幌市白石区,東札幌,1丁目,2-30,0890984,52,そば・うどん店,5201,中華料理店
00001826,0,011,913-6443,,中華料理店 支店,中華料理店 支店,0,01104896411,北海道,札幌市白石区,本通,1丁目,8-17,0150445,52,そば・うどん店,5201,中華料理店
00001827,0,011,522-7773,,中華料理店,中華料理店,0,01104566487,北海道,札幌市白石区,本通,9丁目,9-5,0920803,52,そば・うどん店,5201,中華料理店
00001828,0,011,929-3530,,中華料理店 本店,中華料理店 本店,0,01104236647,北海道,札幌市白石区,菊水,3丁目,8-20,0230740,52,そば・うどん店,5201,中華料理店
00001829,0,011,816-3152,,中華料理店 本通,中華料理店 本通,1,01104467068,北海道,札幌市白石区,本通,6丁目,11-20,0400410,52,そば・うどん店,5201,中華料理店
00001830,0,011,710-6547,,中華料理店 本店,中華料理店 本店,0,01104348450,北海道,札幌市白石区,本通,8丁目,5-10,0730364,52,そば・うどん店,5201,中華料理店
00001831,0,011,258-2970,,中華料理店 支店,中華料理店 支店,0,01104923847,北海道,札幌市白石区,南郷通,8丁目,13-19,0610699,52,そば・うどん店,5201,中華料理店
00001832,0,011,513-6620,,中華料理店,中華料理店,1,01104843940,北海道,札幌市白石区,本通,2丁目,17-22,0970733,52,そば・うどん店,5201,中華料理店
00001833,0,011,757-2409,,中華料理店 白石区,中華料理店 白石区,0,01104958575,北海道,札幌市白石区,菊水,8丁目,4-16,0200188,52,そば・うどん店,5201,中華料理店
00001834,0,011,495-9552,,中華料理店 白石区,中華料理店 白石区,0,01104631345,北海道,札幌市白石区,本通,7丁目,9-28,0730168,52,そば・うどん店,5201,中華料理店
00001835,0,011,806-9054,,中華料理店 本店,中華料理店 本店,0,01104447976,北海道,札幌市白石区,本通,2丁目,12-11,0640771,52,そば・うどん店,5201,中華料理店
00001836,0,011,504-4891,,中華料理店,中華料理店,1,01104777221,北海道,札幌市白石区,東札幌,4丁目,4-7,0850457,52,そば・うどん店,5201,中華料理店
00001837,0,011,332-7233,,中華料理店,中華料理店,0,01104155107,北海道,札幌市白石区,菊水,4丁目,6-16,0980166,52,そば・うどん店,5201,中華料理店
00001838,0,011,112-1332,,中華料理店,中華料理店,1,01104838826,北海道,札幌市白石区,本通,1丁目,12-25,0720309,52,そば・うどん店,5201,中華料理店
00001839,0,011,748-7985,,中華料理店 白石区,中華料理店 白石区,0,01104155173,北海道,札幌市白石区,東札幌,8丁目,1-12,0420611,52,そば・うどん店,5201,中華料理店
00001840,0,011,653-9763,,中華料理店 支店,中華料理店 支店,0,01104493727,北海道,札幌市白石区,南郷通,1丁目,11-29,0170153,52,そば・うどん店,5201,中華料理店
00001841,0,011,629-5724,,中華料理店 本店,中華料理店 本店,0,01104593037,北海道,札幌市白石区,本通,7丁目,3-24,0180377,52,そば・うどん店,5201,中華料理店
00001842,0,011,713-9787,,中華料理店,中華料理店,0,01104181810,北海道,札幌市白石区,菊水,3丁目,3-5,0130646,52,そば・うどん店,5201,中華料理店
00001843,0,011,613-3069,,中華料理店 支店,中華料理店 支店,0,01104305631,北海道,札幌市白石区,菊水,9丁目,2-8,0850877,52,そば・うどん店,5201,中華料理店
00001844,0,011,101-6173,,中華料理店 支店,中華料理店 支店,0,01104359134,北海道,札幌市白石区,南郷通,3丁目,15-1,0950532,52,そば・うどん店,5201,中華料理店
00001845,0,011,986-5305,,中華料理店,中華料理店,1,01104335347,北海道,札幌市白石区,東札幌,9丁目,13-28,0670517,52,そば・うどん店,5201,中華料理店
00001846,0,011,638-8480,,中華料理店,中華料理店,0,01104613072,北海道,札幌市白石区,菊水,10丁目,17-23,0270696,52,そば・うどん店,5201,中華料理店
00001847,0,011,797-4085,,中華料理店,中華料理店,0,01104809393,北海道,札幌市白石区,菊水,2丁目,2-19,0380247,52,そば・うどん店,5201,中華料理店
00001848,0,011,307-4211,,中華料理店 白石区,中華料理店 白石区,0,01104466297,北海道,札幌市白石区,菊水,10丁目,12-4,0830866,52,そば・うどん店,5201,中華料理店
00001849,0,011,700-7897,,クリニック 本店,クリニック 本店,1,01104136959,北海道,札幌市白石区,東札幌,7丁目,5-5,0890487,62,病院,6204,内科
00001850,0,011,421-9697,,クリニック 本店,クリニック 本店,0,01104307767,北海道,札幌市白石区,本通,3丁目,16-29,0860760,62,病院,6204,内科
00001851,0,011,843-8370,,内科医院,内科医院,0,01104302709,北海道,札幌市白石区,南郷通,5丁目,3-21,0320616,62,病院,6204,内科
00001852,0,011,109-8697,,クリニック 支店,クリニック 支店,1,01104617070,北海道,札幌市白石区,東札幌,3丁目,9-25,0390836,62,病院,6204,内科
00001853,0,011,354-6998,,内科医院 本店,内科医院 本店,0,01104739004,北海道,札幌市白石区,東札幌,8丁目,12-26,0930220,62,病院,6204,内科
00001854,0,011,297-9924,,診療所 本通,診療所 本通,0,01104537737,北海道,札幌市白石区,本通,10丁目,15-1,0230771,62,病院,6204,内科
00001855,0,011,133-9180,,内科医院 支店,内科医院 支店,1,01104662641,北海道,札幌市白石区,菊水,9丁目,3-2,0260104,62,病院,6204,内科
00001856,0,011,514-7786,,診療所 本店,診療所 本店,0,01104152025,北海道,札幌市白石区,南郷通,4丁目,1-2,0660127,62,病院,6204,内科
00001857,0,011,343-8105,,診療所 本店,診療所 本店,0,01104617059,北海道,札幌市白石区,本通,7丁目,4-10,0530400,62,病院,6204,内科
00001858,0,011,459-1189,,診療所 支店,診療所 支店,0,01104213781,北海道,札幌市白石区,本通,6丁目,12-17,0740657,62,病院,6204,内科
00001859,0,011,267-1346,,内科医院,内科医院,0,01104119365,北海道,札幌市白石区,本通,10丁目,8-16,0830880,62,病院,6204,内科
00001860,0,011,990-6454,,診療所 本店,診療所 本店,0,01104554179,北海道,札幌市白石区,菊水,3丁目,5-12,0260246,62,病院,6204,内科
00001861,0,011,543-1392,,診療所 白石区,診療所 白石区,0,01104768571,北海道,札幌市白石区,菊水,7丁目,18-22,0720964,62,病院,6204,内科
00001862,0,011,868-5463,,クリニック 白石区,クリニック 白石区,1,01104343092,北海道,札幌市白石区,南郷通,1丁目,14-17,0490934,62,病院,6204,内科
00001863,0,011,360-6451,,診療所,診療所,1,01104667790,北海道,札幌市白石区,本通,7丁目,7-30,0520368,62,病院,6204,内科
00001864,0,011,503-3594,,診療所,診療所,0,01104111608,北海道,札幌市白石区,菊水,7丁目,20-16,0900219,62,病院,6204,内科
00001865,0,011,362-6497,,デンタルクリニック 本店,デンタルクリニック 本店,0,01104163752,北海道,札幌市白石区,南郷通,2丁目,3-12,0290571,62,病院,6205,歯科
00001866,0,011,477-6559,,歯科 本店,歯科 本店,0,01104234457,北海道,札幌市白石区,本通,7丁目,1-18,0440275,62,病院,6205,歯科
00001867,0,011,582-4832,,歯科 本店,歯科 本店,0,01104241741,北海道,札幌市白石区,菊水,1丁目,14-8,0350452,62,病院,6205,歯科
00001868,0,011,153-6331,,歯科医院 本店,歯科医院 本店,0,01104843867,北海道,札幌市白石区,本通,4丁目,15-30,0800416,62,病院,6205,歯科
00001869,0,011,591-7958,,歯科医院,歯科医院,0,01104513003,北海道,札幌市白石区,南郷通,7丁目,10-20,0140716,62,病院,6205,歯科
00001870,0,011,455-7496,,歯科医院 支店,歯科医院 支店,1,01104430820,北海道,札幌市白石区,菊水,2丁目,19-23,0100269,62,病院,6205,歯科
00001871,0,011,382-8563,,歯科医院 本通,歯科医院 本通,0,01104838576,北海道,札幌市白石区,本通,10丁目,19-11,0820646,62,病院,6205,歯科
00001872,0,011,815-5590,,歯科医院 菊水,歯科医院 菊水,0,01104923540,北海道,札幌市白石区,菊水,4丁目,13-10,0480751,62,病院,6205,歯科
00001873,0,011,342-6884,,歯科 菊水,歯科 菊水,0,01104116661,北海道,札幌市白石区,菊水,10丁目,12-15,0740936,62,病院,6205,歯科
00001874,0,011,122-6380,,歯科 支店,歯科 支店,0,01104580336,北海道,札幌市白石区,東札幌,5丁目,7-18,0990157,62,病院,6205,歯科
00001875,0,011,381-4984,,歯科医院 支店,歯科医院 支店,0,01104985597,北海道,札幌市白石区,菊水,2丁目,5-4,0360282,62,病院,6205,歯科
00001876,0,011,178-8592,,歯科,歯科,0,01104385660,北海道,札幌市白石区,本通,1丁目,7-19,0790614,62,病院,6205,歯科
00001877,0,011,123-3513,,歯科 白石区,歯科 白石区,0,01104639554,北海道,札幌市白石区,本通,4丁目,20-23,0450499,62,病院,6205,歯科
00001878,0,011,961-7692,,デンタルクリニック 白石区,デンタルクリニック 白石区,0,01104756987,北海道,札幌市白石区,本通,3丁目,10-9,0690131,62,病院,6205,歯科
00001879,0,011,150-9057,,デンタルクリニック 支店,デンタルクリニック 支店,1,01104596690,北海道,札幌市白石区,東札幌,6丁目,16-12,0640924,62,病院,6205,歯科
00001880,0,011,347-9135,,歯科 本店,歯科 本店,1,01104502629,北海道,札幌市白石区,東札幌,6丁目,4-3,0310813,62,病院,6205,歯科
00001881,0,011,898-4149,,歯科 支店,歯科 支店,0,01104292341,北海道,札幌市白石区,東札幌,8丁目,7-17,0160871,62,病院,6205,歯科
00001882,0,011,618-8841,,デンタルクリニック 本店,デンタルクリニック 本店,1,01104544221,北海道,札幌市白石区,南郷通,2丁目,19-27,0730484,62,病院,6205,歯科
00001883,0,011,806-9448,,歯科医院 本店,歯科医院 本店,0,01104745932,北海道,札幌市白石区,菊水,10丁目,13-26,0770120,62,病院,6205,歯科
00001884,0,011,859-6228,,歯科医院 白石区,歯科医院 白石区,0,01104363159,北海道,札幌市白石区,東札幌,8丁目,7-4,0930151,62,病院,6205,歯科
00001885,0,011,412-9520,,動物病院,動物病院,0,01104414351,北海道,札幌市白石区,南郷通,2丁目,19-22,0550633,62,病院,6270,動物病院
00001886,0,011,817-7794,,動物病院,動物病院,1,01104392879,北海道,札幌市白石区,南郷通,7丁目,12-27,0280604,62,病院,6270,動物病院
00001887,0,011,525-1484,,動物病院 本店,動物病院 本店,0,01104647847,北海道,札幌市白石区,東札幌,7丁目,14-13,0980989,62,病院,6270,動物病院
00001888,0,011,901-1323,,動物病院 支店,動物病院 支店,0,01104306380,北海道,札幌市白石区,菊水,7丁目,17-29,0860926,62,病院,6270,動物病院
00001889,0,011,174-1655,,動物病院,動物病院,0,01104183102,北海道,札幌市白石区,南郷通,2丁目,18-15,0300724,62,病院,6270,動物病院
00001890,0,011,368-1087,,動物病院,動物病院,0,01104372180,北海道,札幌市白石区,南郷通,9丁目,14-27,0330906,62,病院,6270,動物病院
00001891,0,011,466-3451,,IT 支店,IT 支店,0,01104772431,北海道,札幌市白石区,菊水,3丁目,7-7,0110468,39,情報処理サービス業,3901,ソフトウェア業
00001892,0,011,711-1119,,ソフトウェア,ソフトウェア,1,01104725659,北海道,札幌市白石区,本通,1丁目,2-6,0440802,39,情報処理サービス業,3901,ソフトウェア業
00001893,0,011,173-9961,,デジタル 本店,デジタル 本店,0,01104988166,北海道,札幌市白石区,本通,6丁目,3-21,0210166,39,情報処理サービス業,3901,ソフトウェア業
00001894,0,011,342-8989,,IT,IT,0,01104944005,北海道,札幌市白石区,東札幌,1丁目,7-30,0190389,39,情報処理サービス業,3901,ソフトウェア業
00001895,0,011,625-7124,,IT,IT,0,01104216300,北海道,札幌市白石区,菊水,6丁目,5-16,0410768,39,情報処理サービス業,3901,ソフトウェア業
00001896,0,011,632-8919,,テクノロジー 白石区,テクノロジー 白石区,0,01104594603,北海道,札幌市白石区,東札幌,10丁目,20-28,0570806,39,情報処理サービス業,3901,ソフトウェア業
00001897,0,011,533-7790,,システム 東札幌,システム 東札幌,0,01104317346,北海道,札幌市白石区,東札幌,7丁目,18-8,0300800,39,情報処理サービス業,3901,ソフトウェア業
00001898,0,011,791-9215,,ソフトウェア 白石区,ソフトウェア 白石区,1,01104663320,北海道,札幌市白石区,本通,2丁目,11-21,0660727,39,情報処理サービス業,3901,ソフトウェア業
00001899,0,011,995-8021,,ソフトウェア 本通,ソフトウェア 本通,1,01104686118,北海道,札幌市白石区,本通,2丁目,15-30,0260283,39,情報処理サービス業,3901,ソフトウェア業
00001900,0,011,517-2002,,デジタル 菊水,デジタル 菊水,0,01104181455,北海道,札幌市白石区,菊水,6丁目,19-9,0300931,39,情報処理サービス業,3901,ソフトウェア業
00001901,0,011,500-6123,,ソフトウェア,ソフトウェア,1,01104374414,北海道,札幌市白石区,菊水,9丁目,1-14,0180942,39,情報処理サービス業,3901,ソフトウェア業
00001902,0,011,111-9191,,IT 支店,IT 支店,1,01104832161,北海道,札幌市白石区,菊水,3丁目,19-4,0380242,39,情報処理サービス業,3901,ソフトウェア業
00001903,0,011,630-5206,,ステイ 本店,ステイ 本店,1,01104674597,北海道,札幌市白石区,南郷通,9丁目,11-4,0940114,70,旅館・ホテル,7001,ホテル
00001904,0,011,374-6679,,リゾート 菊水,リゾート 菊水,0,01104989999,北海道,札幌市白石区,菊水,10丁目,13-21,0670100,70,旅館・ホテル,7001,ホテル
00001905,0,011,391-1919,,リゾート 本店,リゾート 本店,0,01104778014,北海道,札幌市白石区,東札幌,4丁目,6-16,0890554,70,旅館・ホテル,7001,ホテル
00001906,0,011,552-8941,,リゾート 本通,リゾート 本通,1,01104786114,北海道,札幌市白石区,本通,8丁目,4-22,0410370,70,旅館・ホテル,7001,ホテル
00001907,0,011,766-9976,,イン 菊水,イン 菊水,0,01104408525,北海道,札幌市白石区,菊水,4丁目,2-7,0620708,70,旅館・ホテル,7001,ホテル
00001908,0,011,718-5433,,イン 東札幌,イン 東札幌,0,01104396359,北海道,札幌市白石区,東札幌,1丁目,15-18,0220803,70,旅館・ホテル,7001,ホテル
00001909,0,011,514-4454,,リゾート 菊水,リゾート 菊水,0,01104284608,北海道,札幌市白石区,菊水,3丁目,15-29,0340883,70,旅館・ホテル,7001,ホテル
00001910,0,011,134-3138,,リゾート 白石区,リゾート 白石区,0,01104770307,北海道,札幌市白石区,東札幌,4丁目,11-5,0410910,70,旅館・ホテル,7001,ホテル
00001911,0,011,678-3530,,ステイ 本通,ステイ 本通,0,01104343296,北海道,札幌市白石区,本通,10丁目,6-6,0260967,70,旅館・ホテル,7001,ホテル
00001912,0,011,245-1102,,ホテル,ホテル,0,01104915615,北海道,札幌市白石区,東札幌,7丁目,18-23,0700722,70,旅館・ホテル,7001,ホテル
00001913,0,011,674-4477,,ヘアサロン 菊水,ヘアサロン 菊水,1,01104504374,北海道,札幌市白石区,菊水,5丁目,10-26,0660258,78,洗濯・理容・美容業,7802,美容院
00001914,0,011,835-6143,,ビューティー 支店,ビューティー 支店,0,01104567364,北海道,札幌市白石区,本通,6丁目,2-9,0610756,78,洗濯・理容・美容業,7802,美容院
00001915,0,011,175-9289,,ビューティー 支店,ビューティー 支店,0,01104988666,北海道,札幌市白石区,東札幌,9丁目,6-23,0790818,78,洗濯・理容・美容業,7802,美容院
00001916,0,011,730-4196,,ヘアサロン,ヘアサロン,1,01104613642,北海道,札幌市白石区,南郷通,2丁目,12-14,0130476,78,洗濯・理容・美容業,7802,美容院
00001917,0,011,382-8888,,美容室 白石区,美容室 白石区,1,01104657183,北海道,札幌市白石区,東札幌,4丁目,10-2,0450409,78,洗濯・理容・美容業,7802,美容院
00001918,0,011,567-4165,,ヘアサロン 南郷通,ヘアサロン 南郷通,1,01104374136,北海道,札幌市白石区,南郷通,3丁目,7-16,0120692,78,洗濯・理容・美容業,7802,美容院
00001919,0,011,202-8801,,美容室 白石区,美容室 白石区,0,01104867734,北海道,札幌市白石区,菊水,9丁目,9-3,0630948,78,洗濯・理容・美容業,7802,美容院
00001920,0,011,236-6342,,ヘアサロン 白石区,ヘアサロン 白石区,0,01104903938,北海道,札幌市白石区,菊水,7丁目,16-15,0600471,78,洗濯・理容・美容業,7802,美容院
00001921,0,011,133-4372,,ヘアサロン 白石区,ヘアサロン 白石区,0,01104210956,北海道,札幌市白石区,本通,8丁目,14-23,0210486,78,洗濯・理容・美容業,7802,美容院
00001922,0,011,516-4269,,ヘアサロン 支店,ヘアサロン 支店,0,01104232432,北海道,札幌市白石区,南郷通,8丁目,10-17,0500398,78,洗濯・理容・美容業,7802,美容院
00001923,0,011,283-1716,,ビューティー 本店,ビューティー 本店,0,01104182439,北海道,札幌市白石区,南郷通,4丁目,11-6,0440647,78,洗濯・理容・美容業,7802,美容院
00001924,0,011,544-6258,,ヘアサロン 本通,ヘアサロン 本通,0,01104422571,北海道,札幌市白石区,本通,6丁目,20-29,0780327,78,洗濯・理容・美容業,7802,美容院
00001925,0,011,788-1324,,ヘアサロン 支店,ヘアサロン 支店,0,01104399851,北海道,札幌市白石区,菊水,5丁目,3-28,0470393,78,洗濯・理容・美容業,7802,美容院
00001926,0,011,169-7407,,ビューティー 本店,ビューティー 本店,1,01104268910,北海道,札幌市白石区,本通,4丁目,12-6,0620475,78,洗濯・理容・美容業,7802,美容院
00001927,0,011,424-2663,,ビューティー 支店,ビューティー 支店,0,01104229754,北海道,札幌市白石区,本通,6丁目,11-22,0920793,78,洗濯・理容・美容業,7802,美容院
00001928,0,011,980-1877,,美容室 本店,美容室 本店,0,01104305758,北海道,札幌市白石区,南郷通,8丁目,12-17,0390547,78,洗濯・理容・美容業,7802,美容院
00001929,0,011,877-5513,,ビューティー 本店,ビューティー 本店,0,01104121346,北海道,札幌市白石区,菊水,5丁目,6-7,0860600,78,洗濯・理容・美容業,7802,美容院
00001930,0,011,632-7146,,美容室,美容室,0,01104951187,北海道,札幌市白石区,東札幌,4丁目,19-25,0920688,78,洗濯・理容・美容業,7802,美容院
00001931,0,011,309-9590,,ヘアサロン 白石区,ヘアサロン 白石区,1,01104302517,北海道,札幌市白石区,菊水,5丁目,10-24,0240200,78,洗濯・理容・美容業,7802,美容院
00001932,0,011,883-5198,,ヘアサロン 支店,ヘアサロン 支店,1,01104854878,北海道,札幌市白石区,本通,1丁目,18-12,0620192,78,洗濯・理容・美容業,7802,美容院
00001933,0,011,217-2267,,ヘアサロン 本店,ヘアサロン 本店,1,01104835631,北海道,札幌市白石区,南郷通,5丁目,2-23,0310162,78,洗濯・理容・美容業,7802,美容院
00001934,0,011,341-7258,,美容室,美容室,1,01104521767,北海道,札幌市白石区,南郷通,1丁目,13-24,0870347,78,洗濯・理容・美容業,7802,美容院
00001935,0,011,168-3617,,ヘアサロン 本店,ヘアサロン 本店,1,01104504235,北海道,札幌市白石区,菊水,10丁目,14-9,0920566,78,洗濯・理容・美容業,7802,美容院
00001936,0,011,785-3740,,ヘアサロン,ヘアサロン,1,01104747562,北海道,札幌市白石区,菊水,8丁目,20-24,0980197,78,洗濯・理容・美容業,7802,美容院
00001937,0,011,183-5545,,書店 本店,書店 本店,0,01104758104,北海道,札幌市白石区,南郷通,8丁目,7-13,0500300,56,書籍・文房具小売業,5601,書店
00001938,0,011,836-7034,,書店 支店,書店 支店,0,01104903634,北海道,札幌市白石区,本通,9丁目,9-10,0370581,56,書籍・文房具小売業,5601,書店
00001939,0,011,589-3345,,書店 支店,書店 支店,0,01104870827,北海道,札幌市白石区,菊水,4丁目,15-30,0280175,56,書籍・文房具小売業,5601,書店
00001940,0,011,567-1848,,書店 南郷通,書店 南郷通,0,01104864655,北海道,札幌市白石区,南郷通,8丁目,13-8,0690976,56,書籍・文房具小売業,5601,書店
00001941,0,011,694-9020,,書店 白石区,書店 白石区,1,01104410593,北海道,札幌市白石区,本通,4丁目,9-15,0230240,56,書籍・文房具小売業,5601,書店
00001942,0,011,939-6535,,書店 支店,書店 支店,1,01104793852,北海道,札幌市白石区,本通,8丁目,9-2,0640205,56,書籍・文房具小売業,5601,書店
00001943,0,011,514-6696,,書店 白石区,書店 白石区,0,01104645985,北海道,札幌市白石区,東札幌,3丁目,18-12,0810636,56,書籍・文房具小売業,5601,書店
00001944,0,011,352-4143,,書店 白石区,書店 白石区,0,01104885992,北海道,札幌市白石区,本通,6丁目,8-13,0590935,56,書籍・文房具小売業,5601,書店
00001945,0,011,803-1943,,スポーツクラブ 白石区,スポーツクラブ 白石区,0,01104512547,北海道,札幌市白石区,本通,3丁目,12-23,0540285,79,スポーツ施設提供業,7902,スポーツクラブ
00001946,0,011,838-3134,,スポーツクラブ 本店,スポーツクラブ 本店,0,01104439813,北海道,札幌市白石区,本通,6丁目,16-28,0720791,79,スポーツ施設提供業,7902,スポーツクラブ
00001947,0,011,300-1856,,スポーツクラブ 本店,スポーツクラブ 本店,0,01104599788,北海道,札幌市白石区,南郷通,3丁目,18-19,0330942,79,スポーツ施設提供業,7902,スポーツクラブ
00001948,0,011,282-9507,,スポーツクラブ 南郷通,スポーツクラブ 南郷通,0,01104743074,北海道,札幌市白石区,南郷通,9丁目,19-27,0720905,79,スポーツ施設提供業,7902,スポーツクラブ
00001949,0,011,670-7782,,スポーツクラブ 東札幌,スポーツクラブ 東札幌,1,01104352525,北海道,札幌市白石区,東札幌,4丁目,6-4,0930639,79,スポーツ施設提供業,7902,スポーツクラブ
00001950,0,011,509-7623,,スポーツクラブ,スポーツクラブ,0,01104399574,北海道,札幌市白石区,本通,1丁目,17-17,0110735,79,スポーツ施設提供業,7902,スポーツクラブ
00001951,0,011,599-2979,,学習塾 白石区,学習塾 白石区,0,01104163494,北海道,札幌市白石区,東札幌,7丁目,14-8,0650897,82,学習塾,8201,学習塾
00001952,0,011,482-8458,,学習塾 本店,学習塾 本店,0,01104890172,北海道,札幌市白石区,菊水,5丁目,14-16,0600446,82,学習塾,8201,学習塾
00001953,0,011,249-2809,,学習塾 支店,学習塾 支店,0,01104206445,北海道,札幌市白石区,南郷通,8丁目,18-17,0270800,82,学習塾,8201,学習塾
00001954,0,011,542-1565,,学習塾 白石区,学習塾 白石区,1,01104326448,北海道,札幌市白石区,東札幌,4丁目,11-2,0460648,82,学習塾,8201,学習塾
00001955,0,011,585-6528,,学習塾 本店,学習塾 本店,0,01104908572,北海道,札幌市白石区,東札幌,9丁目,17-14,0410990,82,学習塾,8201,学習塾
00001956,0,011,651-5958,,学習塾,学習塾,0,01104723523,北海道,札幌市白石区,菊水,6丁目,19-25,0200597,82,学習塾,8201,学習塾
00001957,0,011,514-5802,,学習塾 東札幌,学習塾 東札幌,1,01104630889,北海道,札幌市白石区,東札幌,2丁目,13-10,0160845,82,学習塾,8201,学習塾
00001958,0,011,951-2957,,学習塾 支店,学習塾 支店,1,01104923811,北海道,札幌市白石区,本通,10丁目,16-24,0170181,82,学習塾,8201,学習塾
00001959,0,011,204-2625,,学習塾,学習塾,1,01104109312,北海道,札幌市白石区,菊水,4丁目,3-3,0550686,82,学習塾,8201,学習塾
00001960,0,011,195-6781,,学習塾 白石区,学習塾 白石区,1,01104334695,北海道,札幌市白石区,菊水,9丁目,3-2,0130348,82,学習塾,8201,学習塾
00001961,0,011,232-3775,,学習塾 白石区,学習塾 白石区,0,01104296671,北海道,札幌市白石区,南郷通,6丁目,1-6,0560462,82,学習塾,8201,学習塾
00001962,0,011,711-8572,,学習塾 菊水,学習塾 菊水,0,01104897939,北海道,札幌市白石区,菊水,1丁目,1-1,0800980,82,学習塾,8201,学習塾
00001963,0,011,528-1489,,青果物小売業 白石区,青果物小売業 白石区,1,01104719648,北海道,札幌市白石区,菊水,10丁目,3-22,0340313,54,飲食料品小売業,5401,青果物小売業
00001964,0,011,684-6778,,青果物小売業,青果物小売業,1,01104122153,北海道,札幌市白石区,本通,8丁目,16-1,0390641,54,飲食料品小売業,5401,青果物小売業
00001965,0,011,387-7526,,青果物小売業 白石区,青果物小売業 白石区,0,01104560845,北海道,札幌市白石区,菊水,4丁目,2-28,0610462,54,飲食料品小売業,5401,青果物小売業
00001966,0,011,966-8330,,青果物小売業 東札幌,青果物小売業 東札幌,0,01104727320,北海道,札幌市白石区,東札幌,10丁目,11-19,0270342,54,飲食料品小売業,5401,青果物小売業
00001967,0,011,953-6399,,青果物小売業 本通,青果物小売業 本通,1,01104709397,北海道,札幌市白石区,本通,4丁目,10-29,0710423,54,飲食料品小売業,5401,青果物小売業
00001968,0,011,421-3671,,青果物小売業 本通,青果物小売業 本通,0,01104276630,北海道,札幌市白石区,本通,8丁目,2-16,0860884,54,飲食料品小売業,5401,青果物小売業
00001969,0,011,529-4209,,青果物小売業,青果物小売業,1,01104491278,北海道,札幌市白石区,南郷通,10丁目,1-24,0490675,54,飲食料品小売業,5401,青果物小売業
00001970,0,011,873-6496,,青果物小売業,青果物小売業,0,01104478976,北海道,札幌市白石区,菊水,1丁目,17-24,0130107,54,飲食料品小売業,5401,青果物小売業
00001971,0,011,546-5737,,青果物小売業 支店,青果物小売業 支店,0,01104174199,北海道,札幌市白石区,本通,4丁目,3-21,0430750,54,飲食料品小売業,5401,青果物小売業
00001972,0,011,407-5241,,青果物小売業,青果物小売業,1,01104984210,北海道,札幌市白石区,東札幌,1丁目,6-8,0310522,54,飲食料品小売業,5401,青果物小売業
00001973,0,011,870-3503,,生花店 菊水,生花店 菊水,0,01104737841,北海道,札幌市白石区,菊水,3丁目,12-11,0370630,55,その他の小売業,5507,生花店
