入札日,開札日,ステータス,フェーズ,サブカテゴリ,機関タイプ,発注機関,発注地域,件名,年度,入札種別,落札会社名,落札金額,予定金額,応札企業,応札社数,リンク
2025-03-07,2025-03-07,落札済,④構築,生成AIサービス導入,都道府県,東京都,東京都,生成ＡＩ環境提供等委託,FY2024,,株式会社ＦＩＸＥＲ,6853000,,"{応札企業名＝株式会社ＦＩＸＥＲ、応札結果・備考＝、応札金額＝6230000},{応札企業名＝ＴＯＰＰＡＮ株式会社、応札結果・備考＝、応札金額＝47330000},{応札企業名＝大日本印刷株式会社、応札結果・備考＝辞退、応札金額＝}",9,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNTMyMzMzOQ==
2025-03-07,,結果待ち,④構築,チャットボット,独法,国立大学法人/北海道大学,北海道,ネオス株式会社製 OfficeBot（チャットボット） 一式,FY2024,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4xOTkwNDAxOQ==
2025-03-07,,結果待ち,④構築,教育・学校AI,国,文部科学省/初等中等教育局,東京都,令和7年度「生成AIの活用を通じた教育課題の解決・教育DXの加速」,FY2024,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4xOTgwODk2NQ==
,2025-03-06,落札済,④構築,生成AI（その他）,市区町村,東京23区/文京区,東京都,生成ＡＩの利用【文京区】,FY2024,,株式会社ユーザーローカル,2090000,2299000,"{応札企業名＝株式会社ユーザーローカル、応札結果・備考＝、応札金額＝2090000},{応札企業名＝日本電気株式会社 首都圏支社、応札結果・備考＝不参、応札金額＝},{応札企業名＝ヒューマンリソシア株式会社、応札結果・備考＝不参、応札金額＝},{応札企業名＝ポールトゥウィン株式会社、応札結果・備考＝不参、応札金額＝},{応札企業名＝株式会社イマクリエ、応札結果・備考＝不参、応札金額＝}",15,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNTQ0NzAxNQ==
2025-03-06,,結果待ち,④構築,生成AI（その他）,その他,その他/国家公務員共済組合連合会,東京都,AI及び生成AIを活用したFAQ検索システム構築業務委託,FY2024,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4xOTc5MTE4OA==
,2025-03-05,落札済,④構築,チャットボット,都道府県,東京都,東京都,令和７年度心の悩みや不安がある時に活用できるAIチャットボットのサービス提供業務委託,FY2024,,ＮＥＣソリューションイノベータ株式会社,9042000,,{応札企業名＝ＮＥＣソリューションイノベータ株式会社、応札結果・備考＝、応札金額＝8220000},3,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNTMxMTk2MA==
2025-03-05,,結果待ち,④構築,生成AI（その他）,独法,独立行政法人科学技術振興機構,東京都,次期J-GLOBALに向けた生成AI活用技術調査 一式,FY2024,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4xOTc2OTU5MQ==
2025-03-05,,結果待ち,③PoC,,国,文部科学省/初等中等教育局,東京都,学びの充実など教育課題の解決に向けた教育分野特化の生成 AI の実証研究事業,FY2024,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4xOTc2NjM0MA==
,2025-03-04,落札済,④構築,生成AI（その他）,独法,独立行政法人産業技術総合研究所,茨城県,生成AIサービスの利用 １式,FY2024,,ＯｐｅｎＡＩ,25464,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNTcwNTA1NQ==
,2025-03-04,落札済,⑤運用,,市区町村,東京23区/板橋区,東京都,文章生成ＡＩサービスの提供及び保守業務【板橋区】,FY2024,,シフトプラス株式会社,4800000,,"{応札企業名＝シフトプラス株式会社、応札結果・備考＝、応札金額＝4800000},{応札企業名＝セコムトラストシステムズ株式会社、応札結果・備考＝辞退、応札金額＝},{応札企業名＝トランス・コスモス株式会社、応札結果・備考＝辞退、応札金額＝},{応札企業名＝大日本印刷株式会社、応札結果・備考＝辞退、応札金額＝},{応札企業名＝ＳＢテクノロジー株式会社、応札結果・備考＝不参、応札金額＝},{応札企業名＝株式会社日立ソリューションズ・クリエイト 本社、応札結果・備考＝不参、応札金額＝},{応札企業名＝株式会社ＷＩＳＨシステムコンサルティング、応札結果・備考＝不参、応札金額＝}",21,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNTI4NjE1MA==
2025-03-04,2024-06-06,落札済,⑤運用,,市区町村,その他兵庫県市町村/明石市,兵庫県,令和6年度生成AIサービス利用業務【明石市】,FY2024,,株式会社ExaEnterpriseAI,1040000,1240000,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyMzkyMTk5Mg==
,2025-03-01,落札済,④構築,生成AI（その他）,その他,日本赤十字社/那須赤十字病院,栃木県,オンプレ型生成AIシステム,FY2024,,リコージャパン株式会社,8195000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNTk1NTE0MA==
,,結果待ち,④構築,RAG構築,その他,その他,全国,【米軍案件】DIGITAL STORAGE UNI,FY2024,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4xOTg4OTk3Nw==
,2025-02-28,落札済,④構築,生成AI（その他）,独法,独立行政法人新エネルギー・産業技術総合開発機構,神奈川県,2025年度公募NEDO先導研究プログラム/新技術先導研究プログラム/新産業・革新技術創出に向けた先導研究プログラム 人への依存度の高い業務の代替、協業を可能とするAIenhancedヒューマノイドロボットの開発（サイボーグ生成AIの研究開発）,FY2024,,株式会社国際電気通信基礎技術研究所、【再委託先】国立研究開発法人産業技術総合研究所、【再委託先】国立大学法人京都大学,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNTgwNjU1MQ==
2025-02-28,,結果待ち,④構築,チャットボット,都道府県,京都府,京都府,【再】一般印刷【チャットボットちらし（２６，６００枚）】一式（税務課）,FY2024,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4xOTg4MDg2MA==
2025-02-28,,結果待ち,⑤運用,,その他,日本政策金融公庫,東京都,令和７年度上期ＣｈａｔＧＰＴに係るＡｚｕｒｅのサービス提供及び保守の調達,FY2024,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4xOTgwNDg3Nw==
2025-02-27,2025-03-27,落札済,④構築,生成AI（その他）,国,防衛装備庁,東京都,生成ＡＩを活用したナラティブ分析装置の研究,FY2024,,株式会社デジタルレシピ,2048492053,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNTY1OTIyOQ==
,2025-02-25,落札済,⑤運用,,市区町村,札幌市,北海道,令和７年度さっぽろ子育てAIチャットボット運用保守業務【札幌市】,FY2024,,株式会社ビースポーク,2166000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNTMxODkzMw==
,2025-02-21,落札済,④構築,RAG構築,国,防衛省,東京都,魚雷用部品 ＯＴＴＯ ＦＵＥＬ Ⅱ ＳＴＲＡＧＥ ＣＯＮＴＡＩＮＥＲ ほか5件,FY2024,,エムエイチアイオーシャニクス株式会社 代理 株式会社ヨネイ十条営業所,146763100,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNTQ1NDM3Nw==
,2025-02-20,落札済,④構築,生成AI（その他）,都道府県,山梨県,山梨県,生成AIシステム改修業務,FY2024,,アビームコンサルティング株式会社,1693656,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNTU2ODQ3MA==
,2025-02-19,落札済,④構築,チャットボット,国,経済産業省,東京都,令和６年度電力・ガス取引監視等委員会チャットボットシステム導入（ＡＩチャットボットシステム調達）,FY2024,,株式会社ＰＫＳＨＡＣｏｍｍｕｎｉｃａｔｉｏｎ,1650000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNTYxNDkwNw==
,2025-02-19,落札済,⑤運用,,都道府県,東京都,東京都,東京都立図書館情報システムに係る追加機能（所蔵資料紹介型チャットボット等）保守運用業務委託,FY2024,,東日本電信電話株式会社,9900000,,{応札企業名＝東日本電信電話株式会社、応札結果・備考＝、応札金額＝9000000},3,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNTI5Mzk5MQ==
,2025-02-18,落札済,③PoC,,独法,国立大学法人,茨城県,「行政共創のための生成AI活用システム(AIモデル)」の検証及び実装業務,FY2024,,エムシーデジタル株式会社,17490000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNTg0MTUxOQ==
2025-02-18,2025-02-18,落札済,⑤運用,,都道府県,東京都,東京都,令和７年度「Invest Tokyo」ホームページ及びAI チャットボット運用管理業務委託,FY2024,,株式会社ＬＩＦＥＳＹＮＣ,2090000,,"{応札企業名＝株式会社ＬＩＦＥＳＹＮＣ、応札結果・備考＝、応札金額＝1900000},{応札企業名＝ジャパニアス株式会社、応札結果・備考＝、応札金額＝4400000},{応札企業名＝株式会社プラージュ、応札結果・備考＝、応札金額＝4600000},{応札企業名＝株式会社グランドユニット、応札結果・備考＝、応札金額＝4800000},{応札企業名＝合同会社ＦＩＥＬＤ、応札結果・備考＝、応札金額＝5480000},{応札企業名＝株式会社アクロスペイラ、応札結果・備考＝、応札金額＝8600000},{応札企業名＝株式会社ブロードテック、応札結果・備考＝、応札金額＝8789000},{応札企業名＝株式会社ビースポーク、応札結果・備考＝、応札金額＝10717000},{応札企業名＝株式会社ニューロテックシステム、応札結果・備考＝辞退、応札金額＝},{応札企業名＝株式会社エイシル、応札結果・備考＝不参、応札金額＝}",30,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNTI5NjY3Mg==
,,結果待ち,④構築,RAG構築,その他,その他,全国,【米軍案件】DRAG BRACE、LANDING,FY2024,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4xOTgwOTMzNw==
,2025-02-14,落札済,⑤運用,,市区町村,福島県市町村/会津若松市,福島県,生成AIシステム導入及び運用保守業務委託【会津若松市】,FY2024,,株式会社ティファナ・ドットコム,7990000,8789000,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNjE0OTk4Mg==
,,結果待ち,④構築,RAG構築,その他,その他,全国,【米軍案件】STORAGE BOX,FY2024,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4xOTc5Mzc2OA==
2025-02-13,,結果待ち,④構築,チャットボット,都道府県,京都府,京都府,一般印刷【チャットボットちらし（２６，６００枚）】一式（税務課）,FY2024,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4xOTc4MTM4MA==
2025-02-12,,結果待ち,④構築,生成AI（その他）,独法,国立大学法人/筑波大学,茨城県,行政における生成AI活用モデル研究のシステム構築業務,FY2024,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4xOTc0MDUzMg==
2025-02-10,2025-04-14,落札済,③PoC,,独法,日本年金機構,東京都,内部事務の効率化に向けた生成ＡＩ活用による技術検証 一式,FY2024,,株式会社ＮＴＴデータ,57999700,57999700,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNjkxNDkyNw==
,2025-02-10,落札済,④構築,チャットボット,独法,独立行政法人産業技術総合研究所,茨城県,AIチャットボット・アバターの好み等に関するオンライン調査の実施 １式,FY2024,,株式会社ロイヤリティマーケティング,4301550,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNTUyNzI0OA==
,2025-02-10,落札済,⑤運用,,都道府県,東京都,東京都,チャットボットの拡張及び運用保守業務委託,FY2024,,富士通Ｊａｐａｎ株式会社,144627230,,{応札企業名＝富士通Ｊａｐａｎ株式会社、応札結果・備考＝、応札金額＝131479300},3,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNTI5NjU4MA==
2025-02-10,,結果待ち,④構築,チャットボット,独法,独立行政法人産業技術総合研究所,茨城県,AIチャットボット・アバターの好み等に関するオンライン調査,FY2024,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4xOTYyODgwNw==
2025-02-10,,結果待ち,③PoC,,独法,独立行政法人新エネルギー・産業技術総合開発機構,東京都,生成AIの利活用に向けて、データエコシステム構築と生成AI利活用におけるリスク低減・機会創出に関する実証事業,FY2024,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4xOTU0MDMzNw==
2025-02-06,2025-04-01,落札済,⑤運用,,その他,日本政策金融公庫,東京都,チャットボット等システム（ウエブ及びLINE用）のシステム提供及び運用保守業務の委託(一式),FY2024,,株式会社クウゼン,4224000,4224000,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNjAzNzAyMA==
,2025-02-06,落札済,③PoC,,独法,独立行政法人製品評価技術基盤機構,東京都,生成AI検証に係る利用環境構築,FY2024,,株式会社キカガク,6842000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNTQ2OTUwNQ==
2025-02-06,,結果待ち,④構築,生成AI（その他）,独法,国立大学法人/北海道大学,北海道,幻覚体験再現装置と生成AIとの統合作業,FY2024,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4xOTcwNzU1MQ==
,2025-02-04,落札済,⑤運用,,国,外務省,東京都,「生成ＡＩ活用の本番環境における運用に係る追加」業務委嘱,FY2024,,株式会社ＦＩＸＥＲ,12315600,12315600,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNTY0NzI1Mg==
2025-02-04,2025-02-04,落札済,④構築,生成AI（その他）,都道府県,富山県,富山県,高機能生成AIサービス構築業務,FY2024,,北電情報システムサービス株式会社,4323000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNTMzNTk3Mg==
,2025-02-04,落札済,④構築,RAG構築,独法,国立大学法人,福岡県,株式会社HPCテック製 All Flash Storage HPCT RS2X52-24NVMe,FY2024,,株式会社HPCテック,14993000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNTIwMjY1OQ==
2025-02-03,2025-02-13,落札済,④構築,生成AI（その他）,国,消費者庁,東京都,令和６年度海外主要国における消費者保護に関する生成AI関連の規制等の調査業務,FY2024,,株式会社ＢｉＴ＆Ｃｏｍｐａｎｙ,2750000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNTYyNzkxNw==
,2025-01-31,落札済,④構築,AI（その他）,都道府県,東京都,東京都,離職者等再就職訓練(令和6年11月入校生）ChatGPTでのプログラミング入門（オンライン）科の就職支援業務委託（単価契約）,FY2024,,株式会社 メガ・テクノロジー,2277000,,{応札企業名＝株式会社　メガ・テクノロジー、応札結果・備考＝、応札金額＝2070000},3,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNTQ3OTQ2NA==
,2025-01-31,落札済,③PoC,,国,国税庁,東京都,生成AIを活用した各種業務の効率化に係る検証業務 一式,FY2024,,株式会社日立製作所,4730000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNTQ2MDkyMw==
2025-01-31,,結果待ち,⑤運用,,独法,独立行政法人水資源機構/総合技術センター,埼玉県,生成AI等ライセンス購入,FY2024,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNE4xOTQ5MjcwMQ==
,2025-01-30,落札済,④構築,生成AI（その他）,国,防衛省,東京都,業務における生成ＡＩ適用についての調査,FY2024,,株式会社BiT＆Company,1540000,3465000,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNTMwOTQ1MQ==
,2025-01-30,落札済,④構築,RAG構築,国,国土交通省,沖縄県,嘉手納RAG（RX）電源シェルター骨組改良作業,FY2024,,合資会社南機械サービス,2927000,2934750,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNTE2NDczNA==
2025-01-30,,結果待ち,④構築,生成AI（その他）,国,防衛省/航空自衛隊/航空気象群（府中基地）,東京都,業務における生成ＡＩ適用についての調査,FY2024,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4xOTYyMTkwOQ==
2025-01-30,,結果待ち,④構築,RAG構築,国,国土交通省/那覇空港事務所,沖縄県,嘉手納RAG（RX）電源シェルター骨組改良作業,FY2024,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNE4xOTQ3OTUyOA==
,2025-01-29,落札済,⑤運用,,市区町村,その他東京都市町村/八王子市,東京都,AIチャットボットシステム（職員向け）サービス利用（令和７年４月～令和８年10月分）【八王子市】,FY2024,,北日本コンピューターサービス株式会社,3011500,,"{応札企業名＝北日本コンピューターサービス株式会社、応札結果・備考＝、応札金額＝3011500},{応札企業名＝株式会社ガバメイツ、応札結果・備考＝、応札金額＝6820000},{応札企業名＝株式会社両備システムズ、応札結果・備考＝不参、応札金額＝},{応札企業名＝株式会社ＢＳＮアイネット、応札結果・備考＝不参、応札金額＝},{応札企業名＝株式会社テクノデジタル 東京支店、応札結果・備考＝不参、応札金額＝}",15,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNTE1NjE1NA==
2025-01-29,,結果待ち,⑤運用,,独法,独立行政法人農業・食品産業技術総合研究機構,茨城県,生成AIほか運用支援業務,FY2024,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4xOTY0NjU3OA==
2025-01-28,2025-01-31,落札済,③PoC,,国,国税庁,-,生成AIを活用した各種業務の効率化に係る検証業務,FY2024,,株式会社日立製作所,4300000,,"{応札企業名＝株式会社日立製作所 、応札結果・備考＝落札、応札金額＝4300000},{応札企業名＝株式会社ブレインパッド 、応札結果・備考＝、応札金額＝10560000},{応札企業名＝ウルシステムズ株式会社、応札結果・備考＝、応札金額＝5489000},{応札企業名＝株式会社ＦＩＸＥＲ、応札結果・備考＝、応札金額＝9892740},{応札企業名＝アイレット株式会社 、応札結果・備考＝、応札金額＝17770000}",15,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNTE2MTQ5NQ==
,2025-01-27,落札済,④構築,生成AI（その他）,独法,独立行政法人新エネルギー・産業技術総合開発機構,神奈川県,ポスト５Ｇ情報通信システム基盤強化研究開発事業 データ・生成ＡＩの利活用に係る先進事例に関する調査 個別業界全体における生成ＡＩの利活用に係る先進事例の調査,FY2024,,株式会社オー・エル・エム・デジタル,595225200,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNTQ2OTI0Mg==
,2025-01-27,落札済,④構築,生成AI（その他）,国,防衛省,東京都,生成AIの活用に関する検討役務１式,FY2024,,株式会社マクニカ,1430000,2200000,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNTQ0OTYzNA==
2025-01-27,,結果待ち,④構築,生成AI（その他）,国,防衛省/航空自衛隊/作戦システム運用隊（横田基地）,東京都,生成AIの活用に関する検討役務,FY2024,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4xOTYwMDY5NA==
2025-01-27,,結果待ち,⑤運用,,独法,国立大学法人/横浜国立大学,神奈川県,生成AI関連サービス（Microsoft Azure OpenAI Service）を用いた研究基盤構築と運用,FY2024,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4xOTU5ODczMA==
2025-01-27,,結果待ち,③PoC,,国,文部科学省/初等中等教育局,東京都,セキュアな環境における生成 AI の校務利用の実証研究事業 （Ⅴ）校務支援システムへの生成AIチャットボット機能搭載に関する開発の実施,FY2024,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4xOTU0NzAyMA==
2025-01-27,,結果待ち,③PoC,,国,文部科学省/初等中等教育局,東京都,セキュアな環境における生成 AI の校務利用の実証研究事業 （Ⅳ）生成AIと校務支援システムのダッシュボード機能等との連携に関する開発の実施,FY2024,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4xOTU0NzAxOQ==
2025-01-27,,結果待ち,③PoC,,国,文部科学省/初等中等教育局,東京都,セキュアな環境における生成 AI の校務利用の実証研究事業 （Ⅲ）生成AIの校務での更なる活用に関する実証研究,FY2024,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4xOTU0NzAxNg==
2025-01-27,,結果待ち,③PoC,,国,文部科学省/初等中等教育局,東京都,セキュアな環境における生成 AI の校務利用の実証研究事業 （Ⅱ）生成AIの校務での活用に関する実証研究の支援・分析・成果とりまとめ、諸課題の調査・検証,FY2024,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4xOTU0NzAxNA==
2025-01-27,,結果待ち,③PoC,,国,文部科学省/初等中等教育局,東京都,セキュアな環境における生成 AI の校務利用の実証研究事業 （Ⅰ）生成AIの校務での活用に関する実証研究,FY2024,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4xOTU0NjkzOQ==
2025-01-24,2025-02-07,落札済,①研修,,市区町村,京都市,京都府,生成AIサービスを活用したExcelマクロスキル習得のための職員研修【京都市】,FY2024,,株式会社ピーシー・ソリューション・センター,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNTIwNTE3OQ==
,2025-01-24,落札済,④構築,RAG構築,独法,独立行政法人国際協力機構,東京都,Recruitment of a consultant for the realization of a survey on storage stores in the departments of Podor and Dagana， the Region of Saint Louis，,FY2024,,The TARGET,1945602,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNTc4NzQ0Mg==
2025-01-24,,結果待ち,⑤運用,,独法,大学共同利用機関法人/情報・システム研究機構,東京都,ActiveScale P100 (storage1)保守更新 一式,FY2024,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4xOTU3ODkwMw==
2025-01-21,2025-01-24,落札済,④構築,生成AI（その他）,都道府県,神奈川県,神奈川県,神奈川県生成ＡＩ利用ツール機能追加業務委託,FY2024,,都築電気株式会社,2450000,,{応札企業名＝都築電気株式会社、応札結果・備考＝決定、応札金額＝2450000},3,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNTE0MDg3MQ==
,2025-01-21,落札済,④構築,RAG構築,独法,独立行政法人国際協力機構,東京都,（JICA Paraguay) Activities for project \”Strengthening of the Support System for MSMEs and Entrepreneurs through the Business Development Service\”,FY2024,,INTI Argentina - （Instituto Nacional de Tecnologia Industrial） Centros de Investigacion,1536911,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNjQ1MDc1Nw==
2025-01-21,,結果待ち,④構築,RAG構築,独法,国立大学法人/九州大学,福岡県,株式会社HPCテック製 All Flash Storage HPCT RS2X52-24NVMe,FY2024,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4xOTU3MTYwMw==
2025-01-21,,結果待ち,③PoC,,独法,独立行政法人製品評価技術基盤機構,東京都,【役務】生成AI 検証に係る利用環境構築,FY2024,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNE4xOTQ1MTUzMw==
,,結果待ち,④構築,RAG構築,その他,その他,全国,【米軍案件】ENERGY STORAGE BANK,FY2024,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4xOTYxMjQ4NA==
2025-01-17,,結果待ち,②設計,,独法,独立行政法人国際協力機構,東京都,【意見招請】2025年INSARAGアジア太平洋地域会合の開催に関する事務局支援業務(24a00930),FY2024,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4xOTU0NjA3Mw==
2025-01-17,,結果待ち,⑤運用,,国,最高裁判所/最高裁判所,東京都,ｅ事件管理システム用ＡＩチャットボットシステムの構築等及び運用保守（令和７年度運用開始分）,FY2024,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNE4xOTM1MDE1Mw==
2025-01-16,2025-02-17,落札済,④構築,生成AIサービス導入,独法,独立行政法人日本学生支援機構,神奈川県,独立行政法人日本学生支援機構SaaS型生成AI利用環境の構築・導入業務,FY2024,,株式会社FIXER,5005000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNTQ3Mjc2OA==
,2025-01-15,落札済,④構築,チャットボット,市区町村,東京23区/中野区,東京都,中野区AIチャットボットサービスに係るフローティングバナー導入業務委託【中野区】,FY2024,,株式会社 日立社会情報サービス 公共営業第２部,547500,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNTA5ODk3MQ==
,,結果待ち,④構築,AI（その他）,その他,その他,全国,【米軍案件】Modify Switch Boxes,FY2024,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4xOTU4Mzg1Nw==
,2025-01-08,落札済,④構築,生成AIサービス導入,独法,独立行政法人国立がん研究センター,東京都,BRIDGEプロジェクト向け生成AI基盤導入、ツール構築,FY2024,,富士通Japan株式会社,2288000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNjIzNjQ2OA==
2025-01-07,2025-04-01,落札済,④構築,チャットボット,独法,独立行政法人国際観光振興機構,東京都,2025年度チャットボットの運営事業,FY2024,,株式会社ビースポーク,21114500,21114500,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNTgwMjIyNw==
2025-01-07,,結果待ち,④構築,生成AI（その他）,国,消費者庁,東京都,令和6年度海外主要国における消費者保護移管する生成AI関連の規制等の調査業務,FY2024,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNE4xOTUyMTA4NQ==
,,結果待ち,④構築,RAG構築,その他,その他,全国,【米軍案件】DRAGON CONTROLLER,FY2024,競争・公募,,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNU4xOTU0MjIyOQ==
2024-12-26,2025-01-10,落札済,④構築,生成AIサービス導入,市区町村,その他兵庫県市町村/小野市,兵庫県,生成AIサービス提供業務【小野市】,FY2024,,シフトプラス株式会社,,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNVIyNTE1MjU3Mw==
2024-12-26,2024-12-26,落札済,④構築,生成AI（その他）,市区町村,横浜市,神奈川県,生成AI利活用推進及び支援委託【横浜市】,FY2024,,東日本電信電話株式会社,950000,,,,https://www.nyusatsu-king.com/usermenu/anken_detail_csv/?csv_key=MjAyNFIyNTE4MTA0Mw==
